happiness_score
7.228
5.322
4.236
7.12860012054443
7.389
3.203
4.657
5.265
4.719
4.393
5.559
4.377
5.92519998550415
5.262
6.40089988708496
5.988
5.851
6.016
4.113
5.967
5.258
5.857
6.845
4.384
4.157
4.839
4.941
4.319
4.419
3.692
4.67259979248047
5.192
4.139
4.944
6.569
5.316
6.725
5.23330020904541
6.199
4.744
5.603
3.695
4.366
4.68
6.324
5.744
6.678
6.195
6.477
5.993
5.093
6.197
7.221
3.892
7.291
6.43
6.168
5.049
5.066
6.796
4.385
5.648
4.813
6.023
3.875
5.5
3.795
3.694
6.13
4.639
5.1943998336792
5.835
6.546
3.925
3.956
4.395
6.829
3.97
6.436
5.347
6.943
6.324
4.798
5.725
5.051
6.206
7.522
4.941
3.904
7.039
5.075
7.16450023651123
5.364
4.424
5.758
5.192
7.441
6.208
3.655
3.886
7.157
6.901
6.29
7.278
4.772
6.368
3.597
4.491
6.192
6.894
7.064
6.454
4.587
7.35349988937378
6.005
5.12389993667603
7.583
6.048
5.891
5.819
5.875
4.794
6.477
2.693
5.94
5.074
5.05319976806641
7.343
5.855
6.105
6.32520008087158
5.33
5.277
3.663
4.976
5.235
5.653
5.89
7.378
4.459
4.36
5.902
7.19
4.81409978866577
6.485
5.123
6.26
4.151
7.018
6.174
6.48
3.978
6.15899991989136
7.524
4.793
6.491
6.611
6.455
4.775
5.709
5.718
4.332
4.604
5.042
5.211
6.892
4.019
3.856
4.8
4.574
7.364
4.963
4.857
6.428
7.395
3.528
5.915
6.008
4.633
5.697
3.964
6.81
5.122
6.074
6.21549987792969
5.842
5.835
5.964
2.905
6.666
7.143
6.331
5.818
6.515
3.566
7.65
3.794
4.578
3.739
6.743
5.965
5.69329977035522
5.791
5.477
4.276
7.057
6.441
7.494
5.987
4.608
6.81
7.80870008468628
6.33
4.975
6.446
7.051
4.555
5.858
7.029
6.669
4.907
5.084
4.638
3.465
3.408
6.06
6.474
5.905
3.2992000579834
6.309
5.53550004959106
4.356
4.419
7.804
6.859
5.6
6.419
4.67239999771118
6.059
6.028
4.561
4.18720006942749
4.828
5.155
4.908
5.477
4.705
5.952
6.573
3.902
4.969
4.166
4.44
3.57329988479614
4.56069993972778
5.87
4.768
6.821
5.809
5.327
6.775
5.266
4.355
6.535
7.119
5.38430023193359
6.361
6.31
3.145
3.532
5.722
6.463
5.011
2.936
5.648
4.971
4.161
6.07
4.441
3.545
3.623
5.426
6.378
6.629
4.834
7.063
4.054
6.436
3.8
6.977
5.246
5.525
5.611
5.279
4.548
2.404
4.795
5.161
5.934
5.324
6.15
6.584
5.4
3.862
4.875
5.074
7.257
4.735
6.45539999008179
4.259
6.926
7.2
7.522
4.217
4.501
3.777
6.172
5.992
5.968
6.00040006637573
4.934
6.149
6.133
3.593
5.477
3.495
4.614
3.907
5.342
6.374
6.571
4.41
5.63
6.705
5.948
4.42
4.12
6.13
5.984
4.37459993362427
5.292
5.279
5.976
5.48880004882813
5.791
4.478
5.074
4.724
6.448
3.512
5.594
7.469
5.976
5.69210004806519
5.937
4.485
5.889
6.375
5.841
3.75939989089966
5.695
4.695
5.171
4.112
7.23750019073486
4.903
4.562
6.068
5.269
5.045
4.46
5.921
5.929
6.084
5.161
7.54
6.296
6.37709999084473
5.589
4.289
5.12
5.149
6.803
5.973
3.533
6.94
7.379
5.371
6.36
5.221
7.355
6.446
3.956
6.778
6.609
5.254
4.247
4.374
5.134
4.888
6.79080009460449
5.088
5.43
4.721
6.352
4.625
4.516
6.37559986114502
5.973
4.18620014190674
3.781
6.983
6.647
4.292
5.933
3.284
7.769
5.948
5.891
6.302
5.281
6.883
5.833
4.586
5.472
5.141
7.097
5.147
3.781
3.471
7.242
6.547
5.657
4.497
6.891
7.167
5.92
5.504
4.624
7.29419994354248
6.139
6.9109001159668
7.054
5.211
4.362
6.192
6.469
6.922
4.677
5.425
4.273
5.977
4.565
4.282
5.101
6.071
6.568
3.933
5.041
4.459
5.628
6.494
4.596
5.785
