happiness_score
7.119
5.145
6.523
5.336
4.356
5.929
6.574
7.504
3.82
6.714
5.96
5.149
5.959
5.922
2.906
4.933
3.007
3.083
6.16340017318726
5.677
7.53
5.545
4.832
5.483
6.481
4.461
6.849
5.877
4.875
7.054
6.853
6.561
6.523
5.106
5.822
6.411
7.319
4.306
6.046
7.341
5.399
5.192
6.4064998626709
4.156
6.476
5.046
5.139
6.711
5.578
5.329
7.587
4.436
5.148
4.122
3.706
4.518
6.403
5.974
5.035
5.813
5.057
6.128
5.931
6.105
6.672
4.812
3.515
5.888
5.88
5.633
6.374
6.587
6.255
3.462
5.703
4.056
4.466
3.656
4.542
7.315
4.417
5.695
6.91
5.763
4.762
4.369
5.835
6.301
4.707
5.411
5.323
6.003
5.166
5.838
3.909
6.021
4.83
6.086
5.779
6.13
6.058
3.984
6.213
5.485
4.325
6.188
6.576
4.925
6.405
5.234
4.887
4.722
6.661
5.79
4.232
7.27
6.466
4.073
4.318
6.388
4.83279991149902
4.152
3.462
4.18
2.905
4.30800008773804
4.876
4.26
6.166
5.752
7.226
4.88269996643066
5.261
3.334
4.375
6.661
7.113
5.819
5.623
4.12
3.658
5.54610013961792
5.302
6.005
4.219
6.269
6.009
7.139
4.483
4.339
5.303
7.693
4.715
3.808
7.334
5.60750007629395
5.196
5.253
4.655
6.207
4.228
6.173
6.586
5.631
3.502
6.168
4.487
3.967
4.042
5.972
4.686
6.886
3.739
4.067
5.073
5.115
4.554
4.204
6.86350011825562
5.35349988937378
4.694
4.631
5.004
7.277
4.69
5.308
4.141
5.559
7.24
5.716
6.853
5.342
4.622
4.321
3.495
5.904
6.946
7.741
7.227
4.471
7.088
4.817
5.269
7.095
4.433
4.827
5.739
4.064
7.364
3.138
4.852
6.14
5.155
4.04
5.683
5.771
5.463
5.011
5.964
7.187
6.341
6.293
5.225
5.663
6.322
4.871
7.278
6.379
6.18
6.377
3.561
7.512
5.536
3.006
7.499
4.609
5.389
5.422
4.456
5.51
5.057
4.456
5.828
5.568
5.00509977340698
5.762
6.65
6.602
4.439
6.375
4.308
7.527
5.621
4.442
4.642
4.272
4.287
3.484
6.223
6.805
5.426
7.764
5.737
6.711
5.424
6.697
3.919
5.615
6.382
3.92639994621277
5.147
5.711
6.012
5.28560018539429
5.151
6.704
4.64
4.78
5.89
5.304
4.473
5.208
5.191
5.142
5.14
5.21600008010864
6.105
5.878
5.234
6.578
6.259
5.856
6.381
5.643
7.079
3.959
5.175
3.303
7.372
6.627
4.668
6.786
5.956
5.267
4.735
6.298
3.973
5.222
5.661
6.02180004119873
4.283
7.464
7.139
7.55989980697632
3.251
3.72079992294312
4.885
6.974
5.919
5.345
6.863
4.374
5.743
4.372
4.121
7.345
4.166
6.221
5.568
3.615
5.036
6.098
4.39219999313354
5.023
4.38
4.30810022354126
5.975
6.585
6.255
5.662
4.75059986114502
3.985
4.691
6.128
4.376
5.865
5.803
5.44
5.418
7.571
6.818
6.587
4.101
4.447
6.965
4.197
5.178
5.111
6.955
5.517
5.823
6.1
7.35
4.978
4.194
7.085
5.41
5.306
4.882
6.488
4.574
4.208
4.825
4.507
5.305
6.54
5.581
4.227
4.16559982299805
4.139
6.107
6.979
5.08
3.97
6.008
5.286
5.299
4.393
4.758
5.94
4.564
5.846
5.971
4.971
6.817
3.346
4.957
6.451
5.684
7.262
4.033
5.182
5.399
4.036
7.856
4.603
7.29960012435913
7.12139987945557
5.025
5.159
5.947
5.956
6.012
4.7
3.644
5.198
4.34
6.043
5.494
5.007
6.365
6.447
5.474
4.793
5.758
6.18
6.083
3.47889995574951
5.564
5.919
5.524
5.164
7.069
5.464
3.892
3.38
5.759
6.589
6.10129976272583
6.578
4.876
6.483
6.951
5.707
5.945
7.284
3.995
5.25
4.867
4.88
5.268
6.12
4.35
3.774
6.316
5.277
3.667
2.523
6.361
5.5398998260498
6.825
6.478
4.55
6.093
5.201
4.714
5.538
4.82929992675781
5.117
5.472
6.593
4.543
6.00600004196167
5.175
5.77
6.087
7.521
5.987
6.354
7.594
4.644
4.892
4.996
6.293
3.207
6.889
4.389
3.435
5.345
6.543
3.464
4.269
7.392
6.492
6.004
3.6528000831604
4.743
5.178
5.50470018386841
6.371
6.92
6.003
7.525
5.623
4.18
6.12370014190674
3.355
6.673
6.123
4.958
4.58300018310547
6.379
4.315
6.329
5.36
5.247
3.849
4.571
6.0
5.3
7.404
5.523
6.041
3.268
6.572
7.082
5.95319986343384
6.242
5.227
5.089
7.301
4.76870012283325
5.125
5.194
4.588
2.853
5.87080001831055
5.466
5.003
4.948
6.239
6.488
5.122
5.422
6.67
5.11910009384155
6.574
4.55789995193481
3.438
6.635
7.307
5.36
7.144
7.403
4.88859987258911
7.363
2.955
4.301
6.739
7.021
7.50449991226196
5.082
4.404
4.291
6.442
5.312
4.709
3.723
4.548
5.79680013656616
5.526
6.494
4.879
3.303
4.67679977416992
4.418
4.705
6.905
5.033
5.54150009155273
5.45620012283325
4.631
7.246
4.681
5.173
4.67
6.122
4.758
6.952
4.674
5.62
7.162
4.692
5.181
3.896
4.787
5.284
3.295
4.252
5.14
6.967
4.796
5.617
7.586
4.279
4.479
4.252
5.566
6.049
5.155
4.973
5.589
4.403
3.467
6.277
4.091
6.357
6.91
4.462
6.182
6.257
4.553
6.371
4.103
3.819
6.63
5.963
4.032
6.882
5.696
4.805
4.186
7.512
4.867
7.48799991607666
4.516
4.288
6.096
4.724
3.724
4.614
4.786
4.868
6.3
4.073
4.781
5.101
5.64
3.982
4.787
4.19
6.545
6.435
5.411
7.251
5.129
4.297
4.39
5.08489990234375
6.165
5.301
6.022
5.629
4.657
5.662
5.715
5.566
5.046
7.512
4.559
6.188
4.834
6.798
5.591
4.883
6.068
4.984
5.386
3.766
5.213
4.028
2.56690001487732
4.78480005264282
5.569
6.38740015029907
5.956
6.746
5.995
6.431
5.764
6.724
6.575
4.517
7.498
5.55
4.308
4.28859996795654
5.816
5.467
6.852
4.975
5.529
4.332
3.083
5.975
5.845
5.493
1.364
5.86
5.85
3.568
7.44890022277832
5.955
1.446
7.324
4.635
5.547
5.293
4.63339996337891
6.061
7.306
7.103
6.929
5.151
6.10209989547729
6.44010019302368
6.774
6.168
7.316
5.275
3.469
5.942
5.94999980926514
7.314
4.581
5.048
4.545
6.565
3.802
5.956
4.555
6.452
4.94
7.284
5.824
4.7
6.454
3.254
6.141
5.254
5.96
4.395
6.193
5.895
5.103
3.591
4.43200016021729
6.36339998245239
7.499
3.774
5.693
7.234
5.905
4.804
6.284
6.41
4.271
5.697
4.015
5.89
3.26
3.851
4.636
6.503
7.561
3.789
5.97469997406006
4.62360000610352
4.813
5.823
4.795
4.955
5.945
4.289
6.77279996871948
5.5460000038147
7.526
6.262
6.527
5.102
6.218
7.286
6.888
5.823
6.36
4.424
3.912
6.072
7.255
4.949
3.999
5.56
4.096
4.993
4.461
4.8484001159668
5.033
6.647
6.34829998016357
7.555
5.411
6.871
3.493
4.17
6.592
7.122
5.504
5.766
3.069
5.822
6.442
4.996
5.061
6.936
4.313
5.03
6.372
4.174
3.59
6.125
4.931
6.416
6.13710021972656
5.893
5.395
3.341
3.974
6.764
3.966
6.596
6.415
6.147
4.788
4.372
5.992
7.821
4.35
7.339
7.655
3.31229996681213
4.94929981231689
6.977
3.574
4.212
4.013
5.401
2.995
6.424
4.893
5.287
7.736
4.891
6.726
5.569
4.316
5.072
6.927
4.881
5.435
6.593
4.345
4.369
4.456
3.623
5.414
6.263
6.9
4.292
4.707
7.557
2.839
6.494
4.277
5.81
6.198
7.006
6.038
4.55280017852783
5.74749994277954
6.687
4.197
3.421
5.985
6.633
6.814
5.825
7.48
6.611
6.892
5.877
5.13180017471313
6.167
6.06
6.728
5.093
4.245
3.586
6.302
4.277
6.269
6.19189977645874
7.554
7.515
4.807
6.106
6.123
5.503
4.415
4.357
6.822
6.05789995193481
5.706
3.678
5.013
5.87239980697632
5.809
5.212
7.344
6.39890003204346
5.03
7.345
5.425
7.439
4.49
3.931
3.204
4.898
5.384
4.5
5.776
4.975
6.014
5.515
3.36
6.455
6.33
4.556
4.813
5.053
5.534
6.178
3.7
7.501
4.214
6.993
5.161
5.517
5.291
3.898
3.587
6.907
6.753
6.017
6.821
5.51039981842041
3.889
6.222
4.584
5.057
6.985
5.617
6.422
4.377
4.426
3.587
4.956
6.519
5.9987998008728
4.31099987030029
3.916
3.926
4.286
3.702
6.118
6.221
5.071
4.806
6.417
4.401
4.114
6.629
5.098
4.454
4.72930002212524
5.965
5.768
5.915
5.006
6.172
6.03
4.911
4.775
6.561
5.584
5.88980007171631
4.198
6.467
5.429
4.725
5.463
5.483
6.125
5.523
6.977
7.579
4.643
5.43
7.23210000991821
7.09
4.605
4.981
5.102
7.025
7.034
7.122
3.75
6.152
6.868
4.297
4.396
6.6
6.1862998008728
6.411
7.268
5.835
5.109
6.838
7.636
6.659
6.344
6.305
7.183
6.759
4.321
6.733
7.406
6.635
6.262
5.377
5.237
4.107
6.317
5.216
6.253
7.537
7.377
5.882
7.415
7.041
7.62
4.455
7.324
5.048
4.517
4.152
4.137
4.891
1.721
4.658
4.508
4.855
6.096
6.977
6.714
5.432
6.283
5.163
5.838
4.754
3.186
7.09369993209839
6.834
6.272
6.407
5.15980005264282
5.897
4.509
5.528
4.98080015182495
1.859
4.315
6.049
6.391
7.039
5.607
4.929
4.943
5.285
5.123
6.965
4.514
5.321
5.951
6.421
5.199
4.623
6.33
6.013
4.906
5.822
5.194
7.072
5.185
5.124
3.795
6.254
3.47620010375977
5.197
4.47
6.951
5.199
3.188
3.832
5.369
6.595
6.469
6.533
4.962
5.868
5.825
4.857
6.489
5.784
5.968
4.959
6.474
4.286
4.519
3.582
3.349
6.397
6.021
4.178
4.628
6.202
5.339
5.374
4.552
4.354
5.689
4.196
4.739
6.749
5.212
4.324
4.362
5.67409992218018
3.462
5.06
6.648
6.144
5.9109001159668
4.607
5.425
5.1975998878479
6.725
5.605
3.936
7.272
4.085
5.082
6.75
5.373
6.461
3.845
6.343
5.886
6.928
5.969
7.477
6.265
5.311
4.973
6.30480003356934
5.274
6.144
3.851
6.416
3.507
5.377
3.6
4.723
5.939
5.091
5.336
4.193
6.032
5.083
6.652
4.153
6.69
5.832
5.129
6.466
3.898
6.198
5.834
3.775
7.413
4.376
6.761
3.678
5.14799976348877
6.923
4.57110023498535
4.516
3.657
7.302
4.258
5.24
6.937
3.53800010681152
3.34
4.954
7.64559984207153
6.28060007095337
6.078
5.358
